history_id,event_id,event_type,segment_ids,start_step,duration_steps,intensity,kind
history_003,history_003_event_020,pump_wear,3,6780,729,0.3506458216040565,disturbance
history_003,history_003_event_002,slow_leak,2,7098,2863,0.519424888033102,leak
history_003,history_003_event_029,sensor_drift,3,7149,1735,0.5104708806771279,disturbance
history_003,history_003_event_027,valve_transient,1,7218,112,0.7935592601711907,disturbance
history_003,history_003_event_019,pump_wear,1,8432,800,0.6547564360079866,disturbance
history_003,history_003_event_033,sensor_drift,3,8530,1514,0.25783049819430376,disturbance
history_003,history_003_event_012,demand_spike,"1,2,3",9551,218,0.6315832803866231,disturbance
history_003,history_003_event_013,demand_spike,"1,2,3",9666,207,0.5454020709173638,disturbance
history_003,history_003_event_026,valve_transient,1,10032,38,0.7477791492397419,disturbance
history_004,history_004_event_009,demand_spike,"1,2,3",67,183,0.529565107971272,disturbance
history_004,history_004_event_012,demand_spike,"1,2,3",261,227,0.850317552258655,disturbance
history_004,history_004_event_004,borderline_leak,3,318,2392,0.1115008006798186,leak
history_004,history_004_event_030,sensor_drift,1,388,3202,0.308620984744358,disturbance
history_004,history_004_event_029,sensor_drift,1,591,2903,0.6878560381263779,disturbance
history_004,history_004_event_023,valve_transient,2,653,114,0.5017165803167796,disturbance
history_004,history_004_event_032,sensor_drift,2,1085,611,0.4636823300699263,disturbance
history_004,history_004_event_011,demand_spike,"1,2,3",1783,161,0.5783073489096224,disturbance
history_004,history_004_event_018,pump_wear,1,2176,567,0.6169148940391491,disturbance
history_004,history_004_event_003,borderline_leak,3,2211,728,0.20874199918664912,leak
history_004,history_004_event_016,pump_wear,1,2260,651,0.5569927433458278,disturbance
history_004,history_004_event_024,valve_transient,3,3001,37,0.5367001321075959,disturbance
history_004,history_004_event_002,slow_leak,3,3160,1180,0.49074366953305165,leak
history_004,history_004_event_031,sensor_drift,2,3207,1270,0.2630253861402733,disturbance
history_004,history_004_event_026,valve_transient,2,3524,116,0.489806755337527,disturbance
history_004,history_004_event_014,demand_spike,"1,2,3",3570,38,0.8436640329868547,disturbance
history_004,history_004_event_019,pump_wear,2,3695,2015,0.655573104083844,disturbance
history_004,history_004_event_006,demand_spike,"1,2,3",4529,154,0.6284867192083705,disturbance
history_004,history_004_event_007,demand_spike,"1,2,3",4751,89,0.7687671667116038,disturbance
history_004,history_004_event_001,slow_leak,1,4920,2505,0.45271187129532847,leak
history_004,history_004_event_027,valve_transient,3,5082,39,0.5357968250583691,disturbance
history_004,history_004_event_005,abrupt_leak,3,5196,310,0.7693059000375777,leak
history_004,history_004_event_021,valve_transient,2,5722,68,0.37379124104774,disturbance
history_004,history_004_event_028,valve_transient,1,5824,76,0.4101342481124348,disturbance
history_004,history_004_event_033,sensor_drift,1,5927,1448,0.3292089136059063,disturbance
history_004,history_004_event_010,demand_spike,"1,2,3",7553,89,0.8634164725147985,disturbance
history_004,history_004_event_008,demand_spike,"1,2,3",7732,43,0.8680616318885443,disturbance
history_004,history_004_event_013,demand_spike,"1,2,3",7849,85,0.8797815936996881,disturbance
history_004,history_004_event_017,pump_wear,1,7854,1947,0.41686480995583636,disturbance
history_004,history_004_event_000,slow_leak,3,8024,2006,0.3493909033334433,leak
history_004,history_004_event_020,pump_wear,1,8102,671,0.6670533908042553,disturbance
history_004,history_004_event_015,demand_spike,"1,2,3",9081,131,0.4531282639313476,disturbance
history_004,history_004_event_022,valve_transient,1,9205,55,0.4402108573751786,disturbance
history_004,history_004_event_025,valve_transient,3,9475,105,0.36344970789893327,disturbance
history_005,history_005_event_002,slow_leak,3,99,1579,0.45790661844997793,leak
history_005,history_005_event_031,sensor_drift,1,1673,1659,0.7288194229853179,disturbance
history_005,history_005_event_022,valve_transient,2,1756,15,0.328822629277245,disturbance
history_005,history_005_event_007,demand_spike,"1,2,3",1868,104,0.49326140397318174,disturbance
history_005,history_005_event_025,valve_transient,2,2096,22,0.5547094710344924,disturbance
history_005,history_005_event_000,slow_leak,3,2188,1738,0.3477156082058943,leak
history_005,history_005_event_024,valve_transient,3,2255,90,0.7707087937225947,disturbance
history_005,history_005_event_033,sensor_drift,1,2379,2382,0.3869032208438052,disturbance
history_005,history_005_event_029,sensor_drift,2,2448,3598,0.4240179891312654,disturbance
history_005,history_005_event_028,valve_transient,2,3687,31,0.4796907022121322,disturbance
history_005,history_005_event_015,demand_spike,"1,2,3",4023,90,0.4274041959187624,disturbance
history_005,history_005_event_017,pump_wear,3,4056,923,0.5359364188929676,disturbance
history_005,history_005_event_010,demand_spike,"1,2,3",4217,133,0.7935398885159748,disturbance
history_005,history_005_event_019,pump_wear,2,4365,1985,0.49072774770971667,disturbance
history_005,history_005_event_001,slow_leak,2,4629,1217,0.6355156574726063,leak
history_005,history_005_event_027,valve_transient,1,5015,110,0.4155677457589856,disturbance
history_005,history_005_event_018,pump_wear,3,5055,2038,0.5010302052443731,disturbance
history_005,history_005_event_026,valve_transient,3,5452,95,0.5194565300968272,disturbance
history_005,history_005_event_014,demand_spike,"1,2,3",5629,211,0.578881184449953,disturbance
history_005,history_005_event_004,borderline_leak,3,5743,2348,0.10395766985571646,leak
history_005,history_005_event_032,sensor_drift,1,5841,1556,0.36064699722875276,disturbance
history_005,history_005_event_003,borderline_leak,2,6111,1631,0.18959252767439538,leak
history_005,history_005_event_016,pump_wear,1,6207,919,0.6471847228385801,disturbance
history_005,history_005_event_020,pump_wear,3,7128,1356,0.5333010991242066,disturbance
history_005,history_005_event_030,sensor_drift,1,7288,2780,0.4908925750213995,disturbance
history_005,history_005_event_009,demand_spike,"1,2,3",8217,103,0.8618557970173747,disturbance
history_005,history_005_event_006,demand_spike,"1,2,3",8454,65,0.4495442173112383,disturbance
history_005,history_005_event_021,valve_transient,1,8598,59,0.6840316659685566,disturbance
history_005,history_005_event_008,demand_spike,"1,2,3",8727,194,0.8289046886074091,disturbance
history_005,history_005_event_012,demand_spike,"1,2,3",8987,106,0.5033040161416088,disturbance
history_005,history_005_event_023,valve_transient,2,9247,38,0.7463132098464819,disturbance
history_005,history_005_event_011,demand_spike,"1,2,3",9369,211,0.45453552075773146,disturbance
history_005,history_005_event_005,abrupt_leak,1,9651,108,0.9453459329200675,leak
history_005,history_005_event_013,demand_spike,"1,2,3",9832,187,0.43711482215013825,disturbance
history_006,history_006_event_006,demand_spike,"1,2,3",57,39,0.41507425855415875,disturbance
history_006,history_006_event_005,abrupt_leak,3,172,318,0.8489038114147587,leak
history_006,history_006_event_025,valve_transient,1,554,38,0.5699822238864332,disturbance
history_006,history_006_event_001,slow_leak,3,676,2746,0.5480667879728585,leak
history_006,history_006_event_023,valve_transient,2,805,88,0.40202866203050414,disturbance
history_006,history_006_event_032,sensor_drift,1,899,2291,0.6191745880631948,disturbance
history_006,history_006_event_017,pump_wear,2,1141,1410,0.4703900191296718,disturbance
history_006,history_006_event_033,sensor_drift,2,1705,2127,0.739447147330935,disturbance
history_006,history_006_event_019,pump_wear,3,2271,680,0.7367632716314613,disturbance
history_006,history_006_event_010,demand_spike,"1,2,3",2356,205,0.7844824383099185,disturbance
history_006,history_006_event_026,valve_transient,2,2570,111,0.4911423580341086,disturbance
history_006,history_006_event_013,demand_spike,"1,2,3",3496,60,0.7789680017621718,disturbance
history_006,history_006_event_015,demand_spike,"1,2,3",3594,167,0.663522832179349,disturbance
history_006,history_006_event_007,demand_spike,"1,2,3",3693,206,0.5210218072642365,disturbance
history_006,history_006_event_030,sensor_drift,1,3832,1521,0.5379217491325297,disturbance
history_006,history_006_event_011,demand_spike,"1,2,3",3968,172,0.5211112439865127,disturbance
history_006,history_006_event_000,slow_leak,1,4043,2233,0.6335661782230262,leak
history_006,history_006_event_018,pump_wear,3,4136,1273,0.5081828225898473,disturbance
history_006,history_006_event_021,valve_transient,1,4195,119,0.5751113881445848,disturbance
history_006,history_006_event_024,valve_transient,2,5304,102,0.3974130712001854,disturbance
history_006,history_006_event_020,pump_wear,3,5569,488,0.3655057404019165,disturbance
history_006,history_006_event_031,sensor_drift,1,5885,3492,0.3818875682437822,disturbance
history_006,history_006_event_027,valve_transient,3,5978,26,0.6237002356455974,disturbance
history_006,history_006_event_029,sensor_drift,1,6288,1535,0.5183977315819829,disturbance
history_006,history_006_event_009,demand_spike,"1,2,3",6418,125,0.5467723080634971,disturbance
history_006,history_006_event_003,borderline_leak,1,6661,697,0.12697297780731037,leak
history_006,history_006_event_028,valve_transient,1,7130,45,0.43970526531873383,disturbance
history_006,history_006_event_008,demand_spike,"1,2,3",7424,54,0.36007206246209383,disturbance
history_006,history_006_event_004,borderline_leak,2,7588,1788,0.10853669319900097,leak
history_006,history_006_event_016,pump_wear,1,7599,489,0.4130017416910407,disturbance
history_006,history_006_event_002,slow_leak,1,7835,2230,0.39726328901601016,leak
history_006,history_006_event_022,valve_transient,3,8101,57,0.7366497017819081,disturbance
history_006,history_006_event_014,demand_spike,"1,2,3",9551,132,0.6027550071107182,disturbance
history_006,history_006_event_012,demand_spike,"1,2,3",9950,122,0.7063915869968035,disturbance
history_007,history_007_event_023,valve_transient,3,78,44,0.4989876404920309,disturbance
history_007,history_007_event_002,slow_leak,3,193,973,0.4962759442120037,leak
history_007,history_007_event_010,demand_spike,"1,2,3",1228,106,0.833053800110104,disturbance
history_007,history_007_event_004,borderline_leak,1,1437,1611,0.13052522498434646,leak
history_007,history_007_event_017,pump_wear,1,1549,1058,0.6131407299449732,disturbance
history_007,history_007_event_029,sensor_drift,3,2159,1288,0.42808490948651323,disturbance
history_007,history_007_event_022,valve_transient,3,2391,108,0.5992199140884082,disturbance
history_007,history_007_event_032,sensor_drift,3,2601,1166,0.3996619288005443,disturbance
history_007,history_007_event_020,pump_wear,2,2667,2110,0.6842659899164164,disturbance
history_007,history_007_event_009,demand_spike,"1,2,3",3119,68,0.6332228649737124,disturbance
history_007,history_007_event_030,sensor_drift,1,3296,1774,0.4182010283307944,disturbance
history_007,history_007_event_003,borderline_leak,3,3370,605,0.22669640332460342,leak
history_007,history_007_event_019,pump_wear,1,3429,1194,0.45787323755400444,disturbance
history_007,history_007_event_028,valve_transient,2,3904,98,0.39308719563131483,disturbance
history_007,history_007_event_011,demand_spike,"1,2,3",4095,58,0.5649906473406905,disturbance
history_007,history_007_event_000,slow_leak,2,4219,2867,0.4581019998830576,leak
history_007,history_007_event_031,sensor_drift,2,4806,3306,0.46588349433699766,disturbance
history_007,history_007_event_015,demand_spike,"1,2,3",6267,180,0.5274326307669531,disturbance
history_007,history_007_event_026,valve_transient,1,6302,18,0.7550971792691998,disturbance
history_007,history_007_event_013,demand_spike,"1,2,3",6812,141,0.7796240558094057,disturbance
history_007,history_007_event_025,valve_transient,2,7071,57,0.7082818251132597,disturbance
history_007,history_007_event_014,demand_spike,"1,2,3",7079,129,0.6146828267381665,disturbance
history_007,history_007_event_018,pump_wear,2,7162,1304,0.7183106762191567,disturbance
history_007,history_007_event_007,demand_spike,"1,2,3",7168,147,0.40745286182552726,disturbance
history_007,history_007_event_016,pump_wear,2,7199,948,0.6084687340434554,disturbance
history_007,history_007_event_033,sensor_drift,1,7262,2600,0.6618170989797627,disturbance
history_007,history_007_event_001,slow_leak,3,7385,1572,0.4112413266486477,leak
history_007,history_007_event_021,valve_transient,1,9030,22,0.33281132096798327,disturbance
history_007,history_007_event_006,demand_spike,"1,2,3",9120,180,0.6100435460418471,disturbance
history_007,history_007_event_027,valve_transient,2,9244,75,0.4012577693875806,disturbance
history_007,history_007_event_012,demand_spike,"1,2,3",9448,86,0.8168829572402541,disturbance
history_007,history_007_event_005,abrupt_leak,1,9610,322,0.9728137980575092,leak
history_007,history_007_event_024,valve_transient,2,9914,111,0.4656380282191528,disturbance
history_007,history_007_event_008,demand_spike,"1,2,3",10003,43,0.40309846792347515,disturbance
