timestamp,segment_id,pressure,flow_rate,temperature,valve_status,pump_state,pump_speed,compressor_state,energy_consumption,alarm_triggered,event_type,target,scenario_context,leak_severity
2026-01-01 06:16:00,3,57.095,2.406,28.645,1,1,1115.558,1,115.555,0,normal,0,nominal,0.0
2026-01-01 06:17:00,1,74.247,4.267,24.234,1,1,1401.682,1,147.839,0,normal,0,nominal,0.0
2026-01-01 06:17:00,2,67.647,3.228,26.317,1,1,1248.778,1,130.076,0,normal,0,nominal,0.0
2026-01-01 06:17:00,3,58.802,2.327,28.759,1,1,1104.723,1,114.242,0,normal,0,nominal,0.0
2026-01-01 06:18:00,1,74.508,3.907,24.145,1,1,1415.484,1,144.22,0,normal,0,nominal,0.0
2026-01-01 06:18:00,2,67.228,3.438,26.275,1,1,1241.717,1,132.226,0,normal,0,nominal,0.0
2026-01-01 06:18:00,3,59.712,2.515,29.085,1,1,1095.563,1,116.053,0,normal,0,nominal,0.0
2026-01-01 06:19:00,1,73.682,3.853,24.36,1,1,1419.075,1,143.74,0,normal,0,nominal,0.0
2026-01-01 06:19:00,2,67.044,3.625,26.076,1,1,1242.096,1,134.391,0,normal,0,nominal,0.0
2026-01-01 06:19:00,3,56.254,1.997,29.165,1,1,1106.608,1,110.521,0,normal,0,nominal,0.0
2026-01-01 06:20:00,1,73.586,3.773,23.851,1,1,1441.404,1,143.66,0,normal,0,nominal,0.0
2026-01-01 06:20:00,2,67.666,3.326,26.025,1,1,1230.157,1,130.492,0,normal,0,nominal,0.0
2026-01-01 06:20:00,3,56.693,2.009,29.359,1,1,1106.308,1,110.642,0,normal,0,nominal,0.0
2026-01-01 06:21:00,1,73.784,3.836,23.866,1,1,1424.486,1,143.745,0,normal,0,nominal,0.0
2026-01-01 06:21:00,2,68.052,3.686,26.157,1,1,1228.303,1,134.564,0,normal,0,nominal,0.0
2026-01-01 06:21:00,3,58.576,2.015,29.325,1,1,1125.156,1,111.426,0,normal,0,nominal,0.0
2026-01-01 06:22:00,1,74.728,3.797,23.977,1,1,1448.703,1,144.221,0,normal,0,nominal,0.0
2026-01-01 06:22:00,2,68.189,2.78,26.252,1,1,1256.88,1,125.227,0,normal,0,nominal,0.0
2026-01-01 06:22:00,3,59.613,2.221,29.164,1,1,1107.869,1,113.139,0,normal,0,nominal,0.0
2026-01-01 06:23:00,1,73.71,3.336,23.888,1,1,1437.777,1,138.498,0,normal,0,nominal,0.0
2026-01-01 06:23:00,2,67.59,3.208,26.32,1,1,1253.474,1,130.019,0,normal,0,nominal,0.0
2026-01-01 06:23:00,3,59.348,2.518,28.501,1,1,1123.75,1,117.163,0,normal,0,nominal,0.0
2026-01-01 06:24:00,1,74.229,3.404,24.06,1,1,1433.391,1,139.117,0,normal,0,nominal,0.0
2026-01-01 06:24:00,2,67.695,2.654,26.614,1,1,1244.952,1,123.327,0,normal,0,nominal,0.0
2026-01-01 06:24:00,3,58.102,2.591,28.848,1,1,1110.265,1,117.481,0,normal,0,nominal,0.0
2026-01-01 06:25:00,1,75.312,3.856,23.67,1,1,1426.884,1,144.069,0,normal,0,nominal,0.0
2026-01-01 06:25:00,2,67.091,2.441,26.607,1,1,1264.48,1,121.622,0,normal,0,nominal,0.0
2026-01-01 06:25:00,3,59.403,2.332,28.644,1,1,1106.406,1,114.365,0,normal,0,nominal,0.0
2026-01-01 06:26:00,1,74.507,3.892,23.775,1,1,1408.465,1,143.783,0,normal,0,nominal,0.0
2026-01-01 06:26:00,2,66.067,2.822,26.144,1,1,1256.199,1,125.69,0,normal,0,nominal,0.0
2026-01-01 06:26:00,3,60.007,2.052,28.634,1,1,1126.982,1,111.927,0,normal,0,nominal,0.0
2026-01-01 06:27:00,1,75.888,4.068,23.799,1,1,1425.555,1,146.458,0,normal,0,nominal,0.0
2026-01-01 06:27:00,2,66.613,2.932,26.471,1,1,1251.917,1,126.789,0,normal,0,nominal,0.0
2026-01-01 06:27:00,3,58.651,2.28,28.409,1,1,1111.236,1,113.943,0,normal,0,nominal,0.0
2026-01-01 06:28:00,1,74.64,3.93,23.638,1,1,1400.389,1,143.911,0,normal,0,nominal,0.0
2026-01-01 06:28:00,2,67.697,2.598,26.481,1,1,1272.718,1,123.742,0,normal,0,nominal,0.0
2026-01-01 06:28:00,3,58.587,2.341,28.634,1,1,1109.114,1,114.568,0,normal,0,nominal,0.0
2026-01-01 06:29:00,1,73.357,3.848,23.533,1,1,1407.462,1,143.234,0,normal,0,nominal,0.0
2026-01-01 06:29:00,2,66.175,2.934,26.583,1,1,1253.945,1,126.889,0,normal,0,nominal,0.0
2026-01-01 06:29:00,3,59.171,2.357,28.834,1,1,1101.077,1,114.446,0,normal,0,nominal,0.0
2026-01-01 06:30:00,1,73.956,3.598,23.668,1,1,1401.203,1,140.12,0,normal,0,nominal,0.0
2026-01-01 06:30:00,2,65.511,3.084,26.503,1,1,1263.334,1,128.974,0,normal,0,nominal,0.0
2026-01-01 06:30:00,3,60.441,2.38,28.738,1,1,1111.757,1,115.12,0,normal,0,nominal,0.0
2026-01-01 06:31:00,1,73.323,3.724,23.646,1,1,1412.615,1,142.0,0,normal,0,nominal,0.0
2026-01-01 06:31:00,2,65.252,3.304,26.472,1,1,1256.457,1,131.237,0,normal,0,nominal,0.0
2026-01-01 06:31:00,3,59.776,2.249,28.92,1,1,1108.936,1,113.501,0,normal,0,nominal,0.0
2026-01-01 06:32:00,1,74.773,3.423,23.387,1,1,1412.777,1,138.553,0,normal,0,nominal,0.0
2026-01-01 06:32:00,2,66.679,2.913,26.382,1,1,1267.53,1,127.164,0,normal,0,nominal,0.0
2026-01-01 06:32:00,3,59.535,1.997,28.819,1,1,1088.425,1,109.821,0,normal,0,nominal,0.0
2026-01-01 06:33:00,1,75.369,3.504,23.758,1,1,1408.658,1,139.325,0,normal,0,nominal,0.0
2026-01-01 06:33:00,2,67.454,3.061,26.442,1,1,1253.757,1,128.347,0,normal,0,nominal,0.0
2026-01-01 06:33:00,3,59.724,2.328,28.601,1,1,1121.948,1,114.901,0,normal,0,nominal,0.0
2026-01-01 06:34:00,1,75.513,3.508,23.892,1,1,1403.838,1,139.191,0,normal,0,nominal,0.0
2026-01-01 06:34:00,2,68.872,3.209,26.409,1,1,1257.004,1,130.167,0,normal,0,nominal,0.0
2026-01-01 06:34:00,3,60.508,2.33,28.682,1,1,1140.627,1,115.636,0,normal,0,nominal,0.0
2026-01-01 06:35:00,1,74.859,3.829,24.231,1,1,1432.294,1,143.96,0,normal,0,nominal,0.0
2026-01-01 06:35:00,2,67.992,3.33,25.971,1,1,1235.108,1,130.727,0,normal,0,nominal,0.0
2026-01-01 06:35:00,3,60.813,2.214,28.63,1,1,1141.69,1,114.348,0,normal,0,nominal,0.0
2026-01-01 06:36:00,1,72.879,3.521,23.749,1,1,1447.521,1,140.996,0,normal,0,nominal,0.0
2026-01-01 06:36:00,2,66.428,2.834,26.106,1,1,1261.796,1,126.04,0,normal,0,nominal,0.0
2026-01-01 06:36:00,3,60.232,1.965,28.77,1,1,1112.769,1,110.381,0,normal,0,nominal,0.0
2026-01-01 06:37:00,1,72.191,3.522,24.035,1,1,1442.253,1,140.804,0,normal,0,nominal,0.0
2026-01-01 06:37:00,2,71.632,3.314,25.933,1,1,1239.673,1,130.719,0,normal,0,nominal,0.0
2026-01-01 06:37:00,3,59.219,2.255,28.942,1,1,1111.146,1,113.653,0,normal,0,nominal,0.0
2026-01-01 06:38:00,1,72.07,3.529,23.663,1,1,1440.022,1,140.799,0,normal,0,nominal,0.0
2026-01-01 06:38:00,2,70.319,2.692,26.422,1,1,1258.444,1,124.283,0,normal,0,nominal,0.0
2026-01-01 06:38:00,3,58.801,2.339,28.865,1,1,1114.412,1,114.749,0,normal,0,nominal,0.0
2026-01-01 06:39:00,1,73.126,3.731,23.773,1,1,1420.812,1,142.396,0,normal,0,nominal,0.0
2026-01-01 06:39:00,2,68.64,2.591,26.873,1,1,1256.874,1,123.06,0,normal,0,nominal,0.0
2026-01-01 06:39:00,3,59.58,2.123,28.866,1,1,1095.725,1,111.553,0,normal,0,nominal,0.0
2026-01-01 06:40:00,1,72.059,3.717,23.909,1,1,1426.37,1,142.446,0,normal,0,nominal,0.0
2026-01-01 06:40:00,2,67.565,3.103,26.439,1,1,1256.725,1,128.936,0,normal,0,nominal,0.0
2026-01-01 06:40:00,3,60.181,2.059,28.805,1,1,1095.648,1,110.816,0,normal,0,nominal,0.0
2026-01-01 06:41:00,1,73.269,3.787,24.062,1,1,1434.63,1,143.564,0,normal,0,nominal,0.0
2026-01-01 06:41:00,2,67.486,3.192,26.08,1,1,1256.118,1,129.938,0,normal,0,nominal,0.0
2026-01-01 06:41:00,3,59.806,2.167,28.919,1,1,1109.421,1,112.575,0,normal,0,nominal,0.0
2026-01-01 06:42:00,1,73.611,3.757,23.824,1,1,1426.586,1,142.915,0,normal,0,nominal,0.0
2026-01-01 06:42:00,2,66.226,2.915,26.45,1,1,1271.159,1,127.327,0,normal,0,nominal,0.0
2026-01-01 06:42:00,3,61.143,2.075,28.676,1,1,1114.157,1,111.701,0,normal,0,nominal,0.0
2026-01-01 06:43:00,1,75.546,3.875,23.458,1,1,1427.741,1,144.318,0,normal,0,nominal,0.0
2026-01-01 06:43:00,2,67.435,3.097,26.516,1,1,1263.734,1,129.136,0,normal,0,nominal,0.0
2026-01-01 06:43:00,3,60.103,2.741,28.98,1,1,1127.91,1,119.883,0,normal,0,nominal,0.0
2026-01-01 06:44:00,1,74.949,3.616,23.373,1,1,1423.372,1,141.177,0,normal,0,nominal,0.0
2026-01-01 06:44:00,2,68.574,2.357,26.357,1,1,1273.509,1,120.999,0,normal,0,nominal,0.0
2026-01-01 06:44:00,3,60.348,2.096,28.965,1,1,1128.97,1,112.507,0,normal,0,nominal,0.0
2026-01-01 06:45:00,1,74.748,3.753,23.548,1,1,1423.463,1,142.755,0,normal,0,nominal,0.0
2026-01-01 06:45:00,2,67.36,2.513,26.385,1,1,1281.383,1,123.092,0,normal,0,nominal,0.0
2026-01-01 06:45:00,3,59.302,2.289,29.232,1,1,1111.839,1,114.072,0,normal,0,nominal,0.0
2026-01-01 06:46:00,1,73.377,3.274,23.425,1,1,1429.952,1,137.491,0,normal,0,nominal,0.0
2026-01-01 06:46:00,2,68.274,2.436,26.477,1,1,1269.809,1,121.761,0,normal,0,nominal,0.0
2026-01-01 06:46:00,3,60.033,2.074,29.069,1,1,1119.032,1,111.876,0,normal,0,nominal,0.0
2026-01-01 06:47:00,1,73.015,2.97,23.336,1,1,1426.354,1,133.854,0,normal,0,nominal,0.0
2026-01-01 06:47:00,2,68.397,2.757,26.362,1,1,1269.1,1,125.426,0,normal,0,nominal,0.0
2026-01-01 06:47:00,3,62.104,2.12,28.551,1,1,1103.255,1,111.804,0,normal,0,nominal,0.0
2026-01-01 06:48:00,1,73.111,3.164,23.838,1,1,1429.66,1,136.216,0,normal,0,nominal,0.0
2026-01-01 06:48:00,2,66.838,2.336,26.465,1,1,1275.057,1,120.819,0,normal,0,nominal,0.0
2026-01-01 06:48:00,3,61.186,2.229,28.548,1,1,1117.627,1,113.603,0,normal,0,nominal,0.0
2026-01-01 06:49:00,1,73.909,3.263,23.782,1,1,1417.01,1,136.866,0,normal,0,nominal,0.0
2026-01-01 06:49:00,2,67.228,2.308,26.255,1,1,1266.515,1,120.174,0,normal,0,nominal,0.0
2026-01-01 06:49:00,3,61.972,2.246,28.058,1,1,1112.752,1,113.613,0,normal,0,nominal,0.0
2026-01-01 06:50:00,1,73.102,3.406,23.876,1,1,1430.496,1,139.024,0,normal,0,nominal,0.0
2026-01-01 06:50:00,2,66.263,2.286,26.359,1,1,1273.859,1,120.195,0,normal,0,nominal,0.0
2026-01-01 06:50:00,3,60.214,2.395,28.722,1,1,1135.925,1,116.206,0,normal,0,nominal,0.0
2026-01-01 06:51:00,1,73.486,3.667,23.625,1,1,1421.975,1,141.703,0,normal,0,nominal,0.0
2026-01-01 06:51:00,2,68.11,2.581,26.257,1,1,1264.49,1,123.228,0,normal,0,nominal,0.0
2026-01-01 06:51:00,3,59.106,2.367,28.606,1,1,1124.707,1,115.464,0,normal,0,nominal,0.0
2026-01-01 06:52:00,1,74.258,3.649,23.516,1,1,1418.775,1,141.373,0,normal,0,nominal,0.0
2026-01-01 06:52:00,2,66.142,2.729,26.394,1,1,1251.118,1,124.425,0,normal,0,nominal,0.0
2026-01-01 06:52:00,3,58.117,2.565,28.32,1,1,1118.585,1,117.509,0,normal,0,nominal,0.0
2026-01-01 06:53:00,1,73.769,3.94,23.864,1,1,1420.838,1,144.796,0,normal,0,nominal,0.0
2026-01-01 06:53:00,2,65.871,2.772,26.141,1,1,1246.922,1,124.758,0,normal,0,nominal,0.0
2026-01-01 06:53:00,3,59.125,2.556,28.421,1,1,1101.853,1,116.765,0,normal,0,nominal,0.0
2026-01-01 06:54:00,1,73.857,3.742,23.849,1,1,1403.241,1,141.852,0,normal,0,nominal,0.0
2026-01-01 06:54:00,2,65.566,3.127,26.456,1,1,1219.203,1,127.79,0,normal,0,nominal,0.0
2026-01-01 06:54:00,3,60.967,2.496,28.23,1,1,1095.303,1,115.829,0,normal,0,nominal,0.0
2026-01-01 06:55:00,1,72.956,3.807,23.542,1,1,1418.346,1,143.173,0,normal,0,nominal,0.0
2026-01-01 06:55:00,2,65.949,2.9,25.902,1,1,1241.869,1,126.041,0,normal,0,nominal,0.0
2026-01-01 06:55:00,3,60.484,2.174,28.681,1,1,1086.233,1,111.78,0,normal,0,nominal,0.0
2026-01-01 06:56:00,1,72.861,3.873,23.585,1,1,1400.918,1,143.27,0,normal,0,nominal,0.0
2026-01-01 06:56:00,2,66.644,2.945,25.754,1,1,1227.358,1,126.005,0,normal,0,nominal,0.0
2026-01-01 06:56:00,3,60.657,2.066,28.973,1,1,1110.429,1,111.454,0,normal,0,nominal,0.0
2026-01-01 06:57:00,1,72.162,3.892,23.73,1,1,1409.992,1,143.839,0,normal,0,nominal,0.0
2026-01-01 06:57:00,2,66.585,3.206,26.114,1,1,1251.675,1,129.93,0,normal,0,nominal,0.0
2026-01-01 06:57:00,3,60.915,2.099,29.287,1,1,1124.258,1,112.355,0,normal,0,nominal,0.0
2026-01-01 06:58:00,1,73.033,4.27,23.913,1,1,1427.097,1,148.838,0,normal,0,nominal,0.0
2026-01-01 06:58:00,2,66.731,3.114,26.344,1,1,1227.846,1,127.969,0,normal,0,nominal,0.0
2026-01-01 06:58:00,3,61.442,2.384,28.986,1,1,1132.826,1,115.968,0,normal,0,nominal,0.0
2026-01-01 06:59:00,1,72.87,4.051,23.969,1,1,1418.618,1,145.997,0,normal,0,nominal,0.0
2026-01-01 06:59:00,2,66.301,3.052,26.114,1,1,1233.421,1,127.469,0,normal,0,nominal,0.0
2026-01-01 06:59:00,3,60.502,2.842,28.854,1,1,1115.909,1,120.593,0,normal,0,nominal,0.0
2026-01-01 07:00:00,1,72.8,3.532,24.191,1,1,1425.978,1,140.3,0,normal,0,nominal,0.0
2026-01-01 07:00:00,2,67.049,2.87,26.282,1,1,1227.456,1,125.147,0,normal,0,nominal,0.0
2026-01-01 07:00:00,3,59.861,2.405,28.716,1,1,1098.313,1,114.898,0,normal,0,nominal,0.0
2026-01-01 07:01:00,1,73.873,3.344,24.312,1,1,1414.841,1,137.715,0,normal,0,nominal,0.0
2026-01-01 07:01:00,2,66.127,3.044,26.3,1,1,1234.954,1,127.43,0,normal,0,nominal,0.0
2026-01-01 07:01:00,3,60.318,2.265,28.935,1,1,1117.811,1,114.03,0,normal,0,nominal,0.0
2026-01-01 07:02:00,1,72.132,3.419,24.229,1,1,1411.072,1,138.445,0,normal,0,nominal,0.0
2026-01-01 07:02:00,2,65.217,3.055,26.318,1,1,1233.005,1,127.488,0,normal,0,nominal,0.0
2026-01-01 07:02:00,3,61.059,2.285,29.297,1,1,1111.592,1,114.021,0,normal,0,nominal,0.0
2026-01-01 07:03:00,1,74.986,3.479,24.166,1,1,1406.517,1,138.962,0,normal,0,nominal,0.0
2026-01-01 07:03:00,2,66.841,3.034,26.047,1,1,1247.999,1,127.817,0,normal,0,nominal,0.0
2026-01-01 07:03:00,3,59.54,2.149,29.235,1,1,1111.385,1,112.449,0,normal,0,nominal,0.0
2026-01-01 07:04:00,1,76.12,3.654,23.649,1,1,1405.013,1,140.911,0,normal,0,nominal,0.0
2026-01-01 07:04:00,2,68.07,3.196,26.301,1,1,1245.01,1,129.564,0,normal,0,nominal,0.0
2026-01-01 07:04:00,3,61.535,2.587,29.027,1,1,1126.594,1,118.056,0,normal,0,nominal,0.0
2026-01-01 07:05:00,1,75.43,3.593,23.44,1,1,1419.451,1,140.758,0,normal,0,nominal,0.0
2026-01-01 07:05:00,2,68.231,2.979,26.319,1,1,1242.088,1,126.952,0,normal,0,nominal,0.0
2026-01-01 07:05:00,3,62.089,2.593,28.559,1,1,1137.176,1,118.528,0,normal,0,nominal,0.0
2026-01-01 07:06:00,1,74.127,3.813,23.964,1,1,1414.344,1,143.099,0,normal,0,nominal,0.0
2026-01-01 07:06:00,2,67.284,2.645,26.522,1,1,1246.033,1,123.265,0,normal,0,nominal,0.0
2026-01-01 07:06:00,3,61.714,2.56,28.794,1,1,1115.602,1,117.335,0,normal,0,nominal,0.0
2026-01-01 07:07:00,1,73.325,3.521,24.279,1,1,1421.85,1,140.017,0,normal,0,nominal,0.0
2026-01-01 07:07:00,2,67.742,3.058,26.778,1,1,1258.14,1,128.481,0,normal,0,nominal,0.0
2026-01-01 07:07:00,3,61.723,2.814,28.767,1,1,1121.608,1,120.488,0,normal,0,nominal,0.0
2026-01-01 07:08:00,1,75.144,3.613,24.201,1,1,1427.8,1,141.307,0,normal,0,nominal,0.0
2026-01-01 07:08:00,2,67.829,3.376,26.67,1,1,1256.023,1,132.048,0,normal,0,nominal,0.0
2026-01-01 07:08:00,3,61.4,2.746,28.833,1,1,1122.175,1,119.722,0,normal,0,nominal,0.0
2026-01-01 07:09:00,1,73.255,3.593,23.743,1,1,1428.897,1,141.116,0,normal,0,nominal,0.0
2026-01-01 07:09:00,2,68.047,3.378,26.621,1,1,1253.458,1,131.981,0,normal,0,nominal,0.0
2026-01-01 07:09:00,3,61.894,2.392,28.349,1,1,1127.059,1,115.833,0,normal,0,nominal,0.0
2026-01-01 07:10:00,1,72.718,3.672,23.697,1,1,1413.55,1,141.444,0,normal,0,nominal,0.0
2026-01-01 07:10:00,2,67.781,3.222,26.477,1,1,1250.625,1,130.074,0,normal,0,nominal,0.0
2026-01-01 07:10:00,3,60.671,2.209,28.238,1,1,1156.021,1,114.833,0,normal,0,nominal,0.0
2026-01-01 07:11:00,1,72.18,3.769,24.012,1,1,1429.617,1,143.17,0,normal,0,nominal,0.0
2026-01-01 07:11:00,2,66.677,2.704,26.416,1,1,1243.811,1,123.857,0,normal,0,nominal,0.0
2026-01-01 07:11:00,3,60.867,2.449,28.262,1,1,1139.574,1,116.97,0,normal,0,nominal,0.0
2026-01-01 07:12:00,1,71.868,3.877,23.883,1,1,1431.685,1,144.485,0,normal,0,nominal,0.0
2026-01-01 07:12:00,2,67.973,3.051,26.477,1,1,1251.635,1,128.151,0,normal,0,nominal,0.0
2026-01-01 07:12:00,3,61.298,2.195,28.257,1,1,1119.836,1,113.3,0,normal,0,nominal,0.0
2026-01-01 07:13:00,1,73.294,3.929,23.712,1,1,1410.609,1,144.29,0,normal,0,nominal,0.0
2026-01-01 07:13:00,2,67.147,2.285,26.291,1,1,1245.998,1,119.13,0,normal,0,nominal,0.0
2026-01-01 07:13:00,3,61.404,2.538,28.489,1,1,1123.637,1,117.382,0,normal,0,nominal,0.0
2026-01-01 07:14:00,1,72.626,4.089,23.445,1,1,1407.547,1,146.014,0,normal,0,nominal,0.0
2026-01-01 07:14:00,2,68.3,2.545,26.104,1,1,1238.531,1,121.829,0,normal,0,nominal,0.0
2026-01-01 07:14:00,3,62.683,2.308,28.611,1,1,1127.43,1,114.881,0,normal,0,nominal,0.0
2026-01-01 07:15:00,1,72.907,4.081,24.001,1,1,1416.745,1,146.268,0,normal,0,nominal,0.0
2026-01-01 07:15:00,2,67.342,2.848,26.167,1,1,1243.874,1,125.519,0,normal,0,nominal,0.0
2026-01-01 07:15:00,3,62.062,2.523,28.601,1,1,1131.543,1,117.51,0,normal,0,nominal,0.0
2026-01-01 07:16:00,1,73.498,3.61,24.015,1,1,1422.445,1,141.065,0,normal,0,nominal,0.0
2026-01-01 07:16:00,2,66.355,2.627,26.201,1,1,1266.303,1,123.832,0,normal,0,nominal,0.0
2026-01-01 07:16:00,3,60.843,2.499,28.701,1,1,1118.035,1,116.723,0,normal,0,nominal,0.0
2026-01-01 07:17:00,1,73.399,3.98,23.672,1,1,1424.805,1,145.411,0,normal,0,nominal,0.0
2026-01-01 07:17:00,2,65.835,3.032,26.433,1,1,1260.537,1,128.267,0,normal,0,nominal,0.0
2026-01-01 07:17:00,3,61.293,2.542,28.752,1,1,1118.531,1,117.233,0,normal,0,nominal,0.0
2026-01-01 07:18:00,1,73.946,4.033,23.678,1,1,1410.976,1,145.502,0,normal,0,nominal,0.0
2026-01-01 07:18:00,2,66.39,2.902,26.453,1,1,1254.5,1,126.542,0,normal,0,nominal,0.0
2026-01-01 07:18:00,3,56.389,2.059,28.745,1,1,1105.42,1,111.18,0,normal,0,nominal,0.0
2026-01-01 07:19:00,1,74.596,3.894,23.837,1,1,1401.833,1,143.554,0,normal,0,nominal,0.0
2026-01-01 07:19:00,2,66.864,2.881,26.512,1,1,1246.779,1,126.01,0,normal,0,nominal,0.0
2026-01-01 07:19:00,3,57.497,2.191,28.726,1,1,1121.133,1,113.299,0,normal,0,nominal,0.0
2026-01-01 07:20:00,1,74.72,4.029,24.034,1,1,1422.49,1,145.885,0,normal,0,nominal,0.0
2026-01-01 07:20:00,2,66.201,3.296,26.621,1,1,1230.368,1,130.156,0,normal,0,nominal,0.0
