timestamp,segment_id,pressure,flow_rate,temperature,valve_status,pump_state,pump_speed,compressor_state,energy_consumption,alarm_triggered,event_type,target
2024-01-01T00:23:00,1,73.754,2.744,24.569,1,1,1008.9,1,113.18,0,normal,0
2024-01-01T00:24:00,1,69.675,2.681,24.206,1,1,1326.0,1,98.16,0,normal,0
2024-01-01T00:25:00,1,67.806,3.551,29.358,1,1,1073.1,1,92.41,0,normal,0
2024-01-01T00:26:00,1,70.87,2.887,24.799,1,1,1027.7,1,82.14,0,normal,0
2024-01-01T00:27:00,1,70.311,3.106,25.08,1,1,1021.7,1,89.47,0,normal,0
2024-01-01T00:28:00,1,70.772,2.771,23.331,1,1,1462.4,1,113.74,0,normal,0
2024-01-01T00:29:00,1,69.057,3.079,25.079,1,1,1268.0,1,114.3,0,normal,0
2024-01-01T00:30:00,1,70.353,3.089,24.442,1,1,1116.3,1,94.66,0,normal,0
2024-01-01T00:31:00,1,67.894,2.9,26.95,0,1,1164.2,1,113.94,0,normal,0
2024-01-01T00:32:00,1,69.407,3.02,23.954,1,1,1347.4,1,85.28,0,normal,0
2024-01-01T00:33:00,1,68.641,2.619,22.642,1,0,0.0,1,111.3,0,fault,1
2024-01-01T00:34:00,1,70.066,2.635,23.993,1,1,1282.5,1,98.64,0,normal,0
2024-01-01T00:35:00,1,70.828,3.485,21.905,0,1,1058.6,1,106.31,0,normal,0
2024-01-01T00:36:00,1,71.628,3.321,25.349,1,1,1182.1,1,86.3,0,normal,0
2024-01-01T00:37:00,1,67.883,2.962,27.222,1,1,1390.2,1,95.05,0,normal,0
2024-01-01T00:38:00,1,71.684,3.166,28.491,1,1,1294.1,1,80.49,0,normal,0
2024-01-01T00:39:00,1,67.497,2.52,23.809,1,1,1390.6,1,119.88,0,normal,0
2024-01-01T00:40:00,1,70.919,3.211,25.207,1,1,1014.5,1,85.72,0,normal,0
2024-01-01T00:41:00,1,69.213,3.156,24.601,1,1,1303.0,1,89.54,0,normal,0
2024-01-01T00:42:00,1,66.499,2.315,25.297,1,1,1020.1,1,85.0,1,fault,1
2024-01-01T00:43:00,1,70.184,2.749,24.108,1,1,1135.4,1,119.21,0,normal,0
2024-01-01T00:44:00,1,62.919,2.542,24.803,1,1,1045.9,1,119.2,1,fault,1
2024-01-01T00:45:00,1,69.622,3.099,25.543,0,1,1289.0,1,105.97,0,normal,0
2024-01-01T00:46:00,1,69.738,3.105,27.927,1,1,1139.0,1,97.12,0,normal,0
2024-01-01T00:47:00,1,70.628,2.75,22.616,1,1,1018.0,1,98.97,0,normal,0
2024-01-01T00:48:00,1,70.695,2.878,24.573,1,1,1393.7,1,97.26,0,normal,0
2024-01-01T00:49:00,1,70.446,3.43,25.137,0,1,1260.1,1,92.58,0,normal,0
2024-01-01T00:50:00,1,71.225,3.2,26.628,1,1,1167.1,1,92.56,0,normal,0
2024-01-01T00:51:00,1,61.018,1.951,27.046,1,1,1059.8,1,118.34,0,fault,1
2024-01-01T00:52:00,1,68.881,3.14,22.659,1,1,1005.4,1,101.0,0,normal,0
2024-01-01T00:53:00,1,71.796,3.489,23.545,1,0,0.0,1,95.7,0,warning,0
2024-01-01T00:54:00,1,70.516,3.469,24.457,1,1,1022.3,1,91.68,0,normal,0
2024-01-01T00:55:00,1,65.211,2.764,22.47,1,1,1324.6,1,110.52,0,warning,0
2024-01-01T00:56:00,1,71.414,3.199,25.578,1,1,1426.0,1,116.38,0,normal,0
2024-01-01T00:57:00,1,67.511,2.733,24.894,0,1,1088.8,1,87.66,0,warning,0
2024-01-01T00:58:00,1,71.097,3.056,22.828,1,1,1351.5,1,119.27,0,normal,0
2024-01-01T00:59:00,1,69.495,3.109,21.385,0,1,1433.4,1,109.3,0,normal,0
2024-01-01T01:00:00,1,70.471,3.483,23.166,1,1,1375.0,1,84.95,0,warning,0
2024-01-01T01:01:00,1,68.959,3.244,25.362,0,1,1396.8,1,102.22,0,normal,0
2024-01-01T01:02:00,1,71.526,3.134,22.472,1,1,1337.7,1,110.95,0,normal,0
2024-01-01T01:03:00,1,71.428,3.072,24.079,1,1,1002.3,1,107.09,0,warning,0
2024-01-01T01:04:00,1,69.177,3.409,23.439,1,1,1426.7,1,103.61,0,normal,0
2024-01-01T01:05:00,1,69.62,2.666,25.869,1,1,1403.7,0,91.85,0,normal,0
2024-01-01T01:06:00,1,71.231,2.481,25.247,0,1,1067.2,1,82.69,0,normal,0
2024-01-01T01:07:00,1,63.262,2.453,26.819,1,0,0.0,1,91.38,0,fault,1
2024-01-01T01:08:00,1,66.769,3.145,24.216,1,1,1326.7,1,89.65,0,normal,0
2024-01-01T01:09:00,1,74.765,3.126,25.582,1,1,1238.1,0,106.98,0,normal,0
2024-01-01T01:10:00,1,69.129,2.856,26.186,1,1,1477.7,1,97.32,0,warning,0
2024-01-01T01:11:00,1,68.347,2.765,21.519,1,1,1258.0,1,82.04,0,normal,0
2024-01-01T01:12:00,1,72.098,2.707,23.634,1,1,1208.3,1,84.48,0,normal,0
2024-01-01T01:13:00,1,64.579,2.035,22.655,1,1,1420.6,1,92.9,1,fault,1
2024-01-01T01:14:00,1,68.154,3.438,25.424,0,1,1230.4,1,86.02,0,warning,0
2024-01-01T01:15:00,1,70.556,3.047,26.167,1,1,1310.1,1,102.77,0,normal,0
2024-01-01T01:16:00,1,70.198,3.279,27.696,1,1,1427.7,1,116.75,0,normal,0
2024-01-01T01:17:00,1,73.57,3.341,23.619,1,1,1300.4,1,96.56,0,normal,0
2024-01-01T01:18:00,1,65.682,1.865,25.125,1,1,1354.0,1,92.69,0,fault,1
2024-01-01T01:19:00,1,70.024,3.061,23.36,1,1,1495.9,1,80.66,0,normal,0
2024-01-01T01:20:00,1,70.023,3.075,25.066,1,1,1136.6,1,103.78,0,normal,0
2024-01-01T01:21:00,1,66.427,2.963,26.494,1,1,1126.8,1,102.14,0,normal,0
2024-01-01T01:22:00,1,72.575,3.33,24.802,0,1,1257.3,1,111.84,0,normal,0
2024-01-01T01:23:00,1,68.744,3.093,24.397,1,1,1480.8,1,87.98,0,normal,0
2024-01-01T01:24:00,1,67.676,2.365,22.207,1,1,1258.5,1,109.25,0,normal,0
2024-01-01T01:25:00,1,67.744,2.886,23.871,1,1,1102.2,1,80.93,0,normal,0
2024-01-01T01:26:00,1,73.507,2.972,25.197,1,1,1290.5,1,104.07,0,normal,0
2024-01-01T01:27:00,1,71.817,3.009,25.418,1,1,1342.3,1,118.2,0,normal,0
2024-01-01T01:28:00,1,64.883,2.425,23.96,1,1,1261.0,1,90.38,1,fault,1
2024-01-01T01:29:00,1,71.449,3.019,22.162,1,1,1147.4,1,115.07,0,normal,0
2024-01-01T01:30:00,1,67.778,2.648,23.36,1,1,1276.4,1,113.83,0,normal,0
2024-01-01T01:31:00,1,69.183,3.012,24.532,1,1,1367.6,1,94.85,0,normal,0
2024-01-01T01:32:00,1,69.705,3.476,24.067,1,1,1050.2,1,113.86,0,normal,0
2024-01-01T01:33:00,1,71.111,2.813,26.481,1,1,1169.7,1,89.94,0,normal,0
2024-01-01T01:34:00,1,68.266,3.036,24.143,1,1,1264.9,1,97.38,0,normal,0
2024-01-01T01:35:00,1,70.897,3.35,27.471,1,1,1103.9,1,81.2,0,normal,0
2024-01-01T01:36:00,1,71.773,3.147,26.8,1,1,1093.6,0,112.73,0,normal,0
2024-01-01T01:37:00,1,70.904,3.143,23.256,1,1,1397.2,1,110.03,0,normal,0
2024-01-01T01:38:00,1,70.262,2.699,24.835,1,0,0.0,1,98.33,0,normal,0
2024-01-01T01:39:00,1,69.788,3.067,25.925,1,1,1230.5,1,103.99,0,normal,0
2024-01-01T00:00:00,2,66.939,3.069,26.103,1,1,1224.8,1,109.98,0,normal,0
2024-01-01T00:01:00,2,69.034,3.261,27.219,1,1,1201.6,1,108.79,0,normal,0
2024-01-01T00:02:00,2,71.648,2.982,23.906,1,1,1062.9,1,106.7,0,normal,0
2024-01-01T00:03:00,2,70.758,2.63,27.163,1,1,1123.3,1,85.17,0,normal,0
2024-01-01T00:04:00,2,71.239,3.102,25.474,1,1,1350.7,0,104.4,0,normal,0
2024-01-01T00:05:00,2,72.091,3.356,25.304,1,1,1200.0,1,104.41,0,normal,0
2024-01-01T00:06:00,2,71.355,2.714,26.461,1,1,1167.1,1,116.51,0,normal,0
2024-01-01T00:07:00,2,70.875,2.627,24.694,1,1,1228.2,1,105.79,0,normal,0
2024-01-01T00:08:00,2,70.889,2.954,27.181,1,1,1083.8,1,93.45,0,normal,0
2024-01-01T00:09:00,2,69.845,2.941,23.328,1,0,0.0,1,96.91,0,normal,0
2024-01-01T00:10:00,2,72.871,3.073,24.773,1,1,1442.4,1,84.47,0,normal,0
2024-01-01T00:11:00,2,69.447,2.821,25.013,1,1,1496.0,0,100.66,0,warning,0
2024-01-01T00:12:00,2,71.947,3.373,26.695,1,1,1336.1,1,111.5,0,normal,0
2024-01-01T00:13:00,2,72.607,3.252,27.231,1,1,1446.5,1,115.16,0,warning,0
2024-01-01T00:14:00,2,70.704,2.703,25.675,1,1,1387.3,1,106.09,0,normal,0
2024-01-01T00:15:00,2,69.512,2.371,23.659,1,1,1046.4,1,109.51,0,normal,0
2024-01-01T00:16:00,2,69.822,3.001,27.578,1,1,1104.2,1,84.76,0,warning,0
2024-01-01T00:17:00,2,72.038,3.309,25.276,0,1,1326.8,1,95.72,0,normal,0
2024-01-01T00:18:00,2,65.098,2.575,23.219,1,1,1367.4,1,102.04,0,normal,0
2024-01-01T00:19:00,2,69.177,2.891,23.276,1,1,1209.3,1,113.06,0,normal,0
2024-01-01T00:20:00,2,70.732,3.125,23.019,1,1,1033.0,1,88.49,0,normal,0
2024-01-01T00:21:00,2,71.226,2.958,27.298,1,1,1029.7,1,103.43,0,normal,0
2024-01-01T00:22:00,2,72.97,2.683,23.016,1,1,1067.3,1,92.82,0,normal,0
2024-01-01T00:23:00,2,69.563,2.489,26.33,1,1,1464.8,1,84.3,1,fault,1
2024-01-01T00:24:00,2,67.609,3.397,24.933,1,1,1498.3,1,96.05,0,normal,0
2024-01-01T00:25:00,2,71.119,3.17,24.176,0,1,1246.8,0,95.23,0,normal,0
2024-01-01T00:26:00,2,70.053,3.171,25.927,1,1,1294.7,1,96.35,0,normal,0
2024-01-01T00:27:00,2,69.176,2.458,24.743,1,1,1284.0,1,106.35,0,normal,0
2024-01-01T00:28:00,2,71.549,2.988,27.609,1,1,1194.5,1,102.51,0,normal,0
2024-01-01T00:29:00,2,68.328,3.199,25.975,1,1,1472.8,1,116.96,0,normal,0
2024-01-01T00:30:00,2,63.801,2.886,25.546,1,1,1426.1,1,98.63,1,fault,1
2024-01-01T00:31:00,2,67.347,2.993,28.005,1,1,1080.3,1,99.86,0,normal,0
2024-01-01T00:32:00,2,66.849,2.802,23.264,1,1,1187.2,1,112.44,0,normal,0
2024-01-01T00:33:00,2,65.039,2.701,26.849,1,1,1059.2,1,113.51,0,normal,0
2024-01-01T00:34:00,2,73.672,2.939,25.564,1,1,1081.7,1,95.07,0,normal,0
2024-01-01T00:35:00,2,66.935,2.488,22.617,1,1,1172.1,1,117.89,1,fault,1
2024-01-01T00:36:00,2,73.719,3.141,25.987,1,1,1214.5,1,81.44,0,normal,0
2024-01-01T00:37:00,2,74.62,3.098,23.902,1,1,1022.6,0,113.5,0,normal,0
2024-01-01T00:38:00,2,68.826,2.54,24.436,0,1,1198.6,1,82.52,0,fault,1
2024-01-01T00:39:00,2,69.241,3.113,23.31,1,1,1353.9,1,119.04,0,normal,0
2024-01-01T00:40:00,2,69.951,3.109,25.834,1,1,1485.9,1,99.32,0,normal,0
2024-01-01T00:41:00,2,66.496,3.028,26.873,1,1,1223.0,0,104.49,0,warning,0
2024-01-01T00:42:00,2,66.258,3.559,25.904,1,1,1488.6,1,81.96,0,normal,0
2024-01-01T00:43:00,2,63.839,2.608,25.384,1,1,1100.9,1,104.71,0,fault,1
2024-01-01T00:44:00,2,72.736,2.744,28.344,1,1,1189.2,1,101.62,0,normal,0
2024-01-01T00:45:00,2,70.363,2.727,26.237,1,1,1084.4,0,87.52,0,normal,0
2024-01-01T00:46:00,2,70.474,2.975,24.34,0,1,1239.0,1,82.67,0,normal,0
2024-01-01T00:47:00,2,69.712,3.087,28.489,1,1,1237.8,1,112.89,0,normal,0
2024-01-01T00:48:00,2,72.934,2.966,28.449,1,1,1331.3,1,118.42,0,normal,0
2024-01-01T00:49:00,2,71.977,3.012,23.07,1,1,1372.6,1,87.94,0,normal,0
2024-01-01T00:50:00,2,69.618,2.951,28.144,0,1,1098.8,1,101.18,0,normal,0
2024-01-01T00:51:00,2,71.555,2.757,26.317,1,1,1136.7,1,85.09,0,normal,0
2024-01-01T00:52:00,2,69.293,2.669,25.484,1,1,1224.1,1,89.63,0,normal,0
2024-01-01T00:53:00,2,69.577,3.15,21.839,1,1,1136.4,1,97.55,0,normal,0
2024-01-01T00:54:00,2,66.635,3.063,23.928,1,1,1433.6,0,104.54,0,normal,0
2024-01-01T00:55:00,2,69.151,3.324,26.798,1,1,1247.2,1,102.73,0,normal,0
2024-01-01T00:56:00,2,74.018,2.712,26.124,1,0,0.0,1,92.57,0,normal,0
2024-01-01T00:57:00,2,72.728,2.929,22.329,1,1,1084.9,1,82.32,0,normal,0
2024-01-01T00:58:00,2,67.248,2.811,23.907,1,1,1132.4,0,85.6,0,normal,0
2024-01-01T00:59:00,2,68.12,2.81,23.255,1,1,1216.3,1,111.03,0,normal,0
2024-01-01T01:00:00,2,67.093,2.621,25.044,1,0,0.0,1,100.76,0,normal,0
2024-01-01T01:01:00,2,64.761,1.914,21.483,1,1,1205.0,1,114.47,1,fault,1
2024-01-01T01:02:00,2,70.756,3.136,25.481,0,1,1364.9,1,83.91,0,normal,0
2024-01-01T01:03:00,2,69.375,3.407,25.762,1,1,1401.4,1,90.97,0,normal,0
2024-01-01T01:04:00,2,68.644,3.16,29.371,1,1,1017.6,1,105.57,0,normal,0
2024-01-01T01:05:00,2,70.385,3.34,21.484,1,1,1433.7,1,104.76,0,normal,0
2024-01-01T01:06:00,2,70.566,3.325,22.352,1,1,1263.7,1,112.82,0,normal,0
2024-01-01T01:07:00,2,71.297,2.552,25.08,1,1,1197.6,1,116.53,0,normal,0
2024-01-01T01:08:00,2,69.229,2.929,22.649,1,0,0.0,0,119.37,0,normal,0
2024-01-01T01:09:00,2,73.597,3.357,23.956,1,1,1142.0,1,95.31,0,normal,0
2024-01-01T01:10:00,2,70.9,2.932,22.577,1,1,1414.8,1,88.81,0,normal,0
2024-01-01T01:11:00,2,72.457,2.808,25.96,1,1,1198.2,0,82.04,0,normal,0
2024-01-01T01:12:00,2,67.236,2.84,23.126,1,1,1122.8,1,81.09,0,normal,0
2024-01-01T01:13:00,2,70.283,2.302,25.355,1,1,1320.2,1,115.52,0,normal,0
2024-01-01T01:14:00,2,71.282,2.966,23.481,0,1,1166.1,1,88.47,0,warning,0
2024-01-01T01:15:00,2,68.675,3.577,26.691,1,1,1290.1,1,105.24,0,normal,0
2024-01-01T01:16:00,2,69.571,2.567,24.225,1,1,1084.9,1,90.43,0,normal,0
2024-01-01T01:17:00,2,71.013,2.606,26.007,1,1,1382.5,1,88.66,0,normal,0
2024-01-01T01:18:00,2,68.687,2.83,26.649,1,1,1305.2,1,85.4,0,normal,0
2024-01-01T01:19:00,2,68.74,2.683,23.422,1,1,1111.2,1,109.72,0,normal,0
2024-01-01T01:20:00,2,69.097,3.022,23.057,1,1,1464.0,1,101.15,0,normal,0
2024-01-01T01:21:00,2,71.618,3.029,21.345,0,1,1234.2,0,98.02,0,normal,0
2024-01-01T01:22:00,2,66.683,2.998,25.411,1,1,1016.1,1,86.17,0,normal,0
2024-01-01T01:23:00,2,69.921,3.133,24.543,1,1,1115.3,0,100.01,0,normal,0
2024-01-01T01:24:00,2,66.094,2.408,25.411,1,1,1291.2,0,119.61,0,normal,0
2024-01-01T01:25:00,2,65.785,3.231,26.833,1,1,1151.6,1,119.42,0,normal,0
2024-01-01T01:26:00,2,71.495,3.017,23.324,1,1,1252.8,1,96.33,0,normal,0
2024-01-01T01:27:00,2,68.825,3.003,26.318,1,1,1113.9,1,102.16,0,warning,0
2024-01-01T01:28:00,2,68.717,3.069,24.551,1,1,1290.9,1,113.95,0,normal,0
2024-01-01T01:29:00,2,71.311,2.675,27.119,1,1,1005.5,1,116.16,0,normal,0
2024-01-01T01:30:00,2,71.744,2.831,24.076,1,0,0.0,1,99.09,0,normal,0
2024-01-01T01:31:00,2,71.45,3.427,24.315,1,1,1322.0,1,111.07,0,normal,0
2024-01-01T01:32:00,2,72.049,2.765,23.295,1,1,1111.8,1,96.56,0,normal,0
2024-01-01T01:33:00,2,68.891,3.321,25.904,1,1,1476.0,1,110.52,0,normal,0
2024-01-01T01:34:00,2,68.439,3.153,25.828,1,1,1307.4,1,102.87,0,normal,0
2024-01-01T01:35:00,2,67.813,3.308,22.118,1,1,1156.1,0,109.32,0,normal,0
2024-01-01T01:36:00,2,66.562,2.879,23.705,1,1,1429.8,1,114.07,0,normal,0
2024-01-01T01:37:00,2,67.451,3.028,23.158,0,1,1044.2,1,93.59,0,warning,0
2024-01-01T01:38:00,2,70.113,3.074,22.335,1,1,1421.4,1,118.12,0,normal,0
2024-01-01T01:39:00,2,65.329,2.208,24.594,1,1,1023.7,1,85.59,1,fault,1
2024-01-01T00:00:00,3,69.528,2.908,25.157,1,1,1325.7,1,80.55,0,normal,0
2024-01-01T00:01:00,3,70.341,2.832,25.047,1,1,1010.9,1,93.79,0,normal,0
2024-01-01T00:02:00,3,65.781,2.564,25.347,1,1,1142.4,1,105.29,0,fault,1
2024-01-01T00:03:00,3,69.096,2.8,25.651,1,1,1493.8,1,98.1,0,normal,0
2024-01-01T00:04:00,3,67.471,3.533,25.988,1,1,1472.7,1,100.16,0,warning,0
2024-01-01T00:05:00,3,70.953,3.004,23.815,1,1,1429.8,1,91.18,0,normal,0
2024-01-01T00:06:00,3,69.044,3.392,24.26,1,1,1195.9,1,107.2,0,normal,0
2024-01-01T00:07:00,3,70.589,3.277,25.99,1,1,1180.6,1,102.88,0,normal,0
2024-01-01T00:08:00,3,67.754,3.23,23.163,1,1,1373.6,1,112.28,0,normal,0
2024-01-01T00:09:00,3,68.795,2.672,22.829,1,1,1259.6,1,87.12,0,normal,0
2024-01-01T00:10:00,3,66.061,2.341,24.487,1,1,1137.0,1,91.17,1,fault,1
2024-01-01T00:11:00,3,70.108,2.353,23.627,1,1,1101.1,1,119.63,0,normal,0
2024-01-01T00:12:00,3,69.064,2.811,25.702,1,1,1447.8,1,110.68,0,normal,0
2024-01-01T00:13:00,3,68.391,2.458,27.315,1,1,1328.1,1,110.81,0,normal,0
2024-01-01T00:14:00,3,67.905,2.761,25.317,1,1,1224.1,1,95.71,0,normal,0
2024-01-01T00:15:00,3,70.215,3.065,26.159,1,1,1208.9,1,100.11,0,normal,0
2024-01-01T00:16:00,3,68.952,3.127,26.603,1,0,0.0,0,113.53,0,normal,0
2024-01-01T00:17:00,3,71.693,3.096,26.889,1,1,1057.6,1,108.84,0,warning,0
2024-01-01T00:18:00,3,71.873,2.891,25.191,1,1,1059.3,0,115.79,0,normal,0
2024-01-01T00:19:00,3,68.381,3.203,23.884,1,1,1499.9,1,114.9,0,normal,0
2024-01-01T00:20:00,3,72.494,3.844,22.436,0,1,1177.6,1,96.65,0,normal,0
2024-01-01T00:21:00,3,70.103,3.144,25.762,1,1,1169.5,1,83.76,0,normal,0
2024-01-01T00:22:00,3,70.035,2.963,24.297,1,1,1148.4,1,94.76,0,normal,0
2024-01-01T00:23:00,3,66.287,2.946,25.021,1,1,1267.0,1,95.15,0,normal,0
2024-01-01T00:24:00,3,69.411,2.863,25.656,1,1,1349.2,0,98.34,0,warning,0
2024-01-01T00:25:00,3,70.028,3.003,24.853,1,1,1314.5,1,110.18,0,normal,0
2024-01-01T00:26:00,3,70.469,3.045,25.869,1,1,1210.1,1,93.56,0,normal,0
2024-01-01T00:27:00,3,67.912,2.988,24.865,1,1,1486.0,1,104.42,0,normal,0
2024-01-01T00:28:00,3,68.759,2.525,23.883,1,1,1474.4,1,98.87,0,normal,0
2024-01-01T00:29:00,3,67.635,3.1,25.37,1,1,1497.5,1,95.39,0,normal,0
2024-01-01T00:30:00,3,71.579,3.183,24.679,1,1,1016.3,1,96.13,0,warning,0
2024-01-01T00:31:00,3,63.872,2.617,27.829,1,1,1290.2,1,113.07,0,normal,0
2024-01-01T00:32:00,3,70.726,3.209,28.416,1,1,1085.2,1,109.12,0,normal,0
2024-01-01T00:33:00,3,71.855,3.772,23.875,1,1,1028.1,1,89.39,0,normal,0
2024-01-01T00:34:00,3,69.014,3.581,25.02,0,1,1415.4,1,99.11,0,normal,0
2024-01-01T00:35:00,3,70.733,2.914,25.607,1,1,1231.1,1,92.22,0,normal,0
2024-01-01T00:36:00,3,71.033,2.334,27.205,1,1,1423.8,1,86.02,0,warning,0
2024-01-01T00:37:00,3,65.169,3.23,26.252,1,1,1296.1,1,94.37,1,fault,1
2024-01-01T00:38:00,3,68.06,2.947,23.962,1,1,1298.2,1,110.12,0,normal,0
2024-01-01T00:39:00,3,65.627,3.045,25.486,1,1,1340.9,0,96.68,0,normal,0
2024-01-01T00:40:00,3,72.96,3.336,24.418,1,1,1061.9,1,110.61,0,warning,0
2024-01-01T00:41:00,3,65.122,3.151,23.951,1,1,1414.1,1,103.45,0,normal,0
2024-01-01T00:42:00,3,68.772,2.517,26.003,1,1,1498.8,1,88.1,0,normal,0
2024-01-01T00:43:00,3,67.68,2.867,24.725,1,1,1328.7,1,105.66,0,normal,0
2024-01-01T00:44:00,3,71.152,2.74,22.529,1,1,1436.5,1,83.62,0,normal,0
2024-01-01T00:45:00,3,67.117,3.333,27.035,1,1,1223.1,1,108.93,0,normal,0
2024-01-01T00:46:00,3,69.129,3.03,26.701,1,1,1252.6,1,84.23,0,normal,0
2024-01-01T00:47:00,3,70.205,2.927,23.563,1,1,1479.5,1,82.04,0,normal,0
2024-01-01T00:48:00,3,71.142,2.709,26.11,1,1,1016.9,1,118.02,0,normal,0
2024-01-01T00:49:00,3,69.194,3.162,23.759,1,1,1231.3,1,84.78,0,warning,0
2024-01-01T00:50:00,3,67.374,2.954,23.217,1,1,1081.6,1,94.72,0,normal,0
2024-01-01T00:51:00,3,69.134,3.098,25.876,1,1,1310.1,1,107.62,0,warning,0
2024-01-01T00:52:00,3,68.238,3.065,24.946,1,1,1253.6,1,93.59,0,normal,0
2024-01-01T00:53:00,3,69.995,3.245,23.947,1,1,1271.7,1,105.75,0,normal,0
2024-01-01T00:54:00,3,72.464,3.166,25.373,1,1,1308.8,1,109.87,0,normal,0
2024-01-01T00:55:00,3,69.386,2.82,27.56,1,0,0.0,1,110.04,0,normal,0
2024-01-01T00:56:00,3,66.577,2.935,27.673,1,1,1013.0,1,83.07,0,normal,0
2024-01-01T00:57:00,3,64.257,2.725,24.187,1,1,1383.8,1,106.1,1,fault,1
2024-01-01T00:58:00,3,68.269,2.513,25.922,0,0,0.0,1,98.27,0,normal,0
2024-01-01T00:59:00,3,64.376,3.006,22.398,1,1,1443.3,1,99.71,0,fault,1
2024-01-01T01:00:00,3,65.802,3.252,27.153,1,1,1438.7,0,89.13,0,normal,0
2024-01-01T01:01:00,3,70.403,3.132,22.286,1,1,1041.2,1,115.51,0,normal,0
2024-01-01T01:02:00,3,68.368,2.711,26.899,1,1,1358.3,1,102.99,0,normal,0
2024-01-01T01:03:00,3,70.165,3.423,25.464,1,1,1496.5,1,112.56,0,normal,0
2024-01-01T01:04:00,3,72.476,3.086,22.129,1,1,1420.3,1,95.76,0,normal,0
2024-01-01T01:05:00,3,68.014,2.941,26.241,1,1,1307.1,1,95.95,0,normal,0
2024-01-01T01:06:00,3,69.985,3.279,23.843,1,1,1400.3,1,86.14,0,normal,0
2024-01-01T01:07:00,3,72.706,3.44,23.775,1,1,1474.3,1,115.03,0,normal,0
2024-01-01T01:08:00,3,71.375,3.362,24.506,1,1,1344.4,1,95.51,0,normal,0
2024-01-01T01:09:00,3,72.894,2.953,27.461,1,1,1486.0,1,89.99,0,normal,0
2024-01-01T01:10:00,3,68.346,2.994,24.121,1,1,1256.1,1,94.21,0,normal,0
2024-01-01T01:11:00,3,67.142,2.873,25.178,1,1,1001.4,1,102.2,0,normal,0
2024-01-01T01:12:00,3,70.97,2.928,25.548,1,1,1046.6,1,87.0,0,normal,0
2024-01-01T01:13:00,3,68.62,2.554,25.212,1,1,1112.6,1,113.5,0,warning,0
2024-01-01T01:14:00,3,69.269,3.42,26.432,1,1,1326.4,0,84.02,0,normal,0
2024-01-01T01:15:00,3,67.372,2.463,24.736,1,0,0.0,1,115.5,1,fault,1
2024-01-01T01:16:00,3,67.72,2.958,25.101,1,1,1058.5,1,105.51,0,normal,0
2024-01-01T01:17:00,3,70.359,2.824,24.444,0,1,1417.9,1,109.59,0,normal,0
2024-01-01T01:18:00,3,69.075,2.992,24.396,1,1,1499.1,1,82.45,0,normal,0
2024-01-01T01:19:00,3,61.447,2.706,26.74,1,1,1022.5,1,107.74,1,fault,1
2024-01-01T01:20:00,3,61.762,2.434,26.619,1,1,1143.9,1,82.16,0,fault,1
2024-01-01T01:21:00,3,68.933,3.267,24.187,1,1,1111.0,1,98.51,0,normal,0
2024-01-01T01:22:00,3,69.511,2.951,24.359,1,1,1393.5,1,97.53,0,normal,0
