time,scenario_id,P_inlet,P_mid,P_outlet,Q_inlet,Q_outlet,T_inlet,T_mid,T_outlet,leak_rate,leak_label,leak_position,operating_state
450.0,normal_0232,18842836.223347165,11593184.45336465,4331141.088216333,2.430343270239318,2.4348023280754165,108.07114631911918,98.82633773508394,90.76245254309976,0.0,0,,normal
460.0,normal_0232,18891860.59880813,11626722.871995682,4325449.846041182,2.4317679309354503,2.4473548246733476,108.1090974576266,98.63086148954653,90.96666664275187,0.0,0,,normal
470.0,normal_0232,18862035.012169823,11594746.369814226,4352854.614146096,2.4296219120436215,2.439812617714193,108.26641827458445,98.89367411646504,90.57904520777436,0.0,0,,normal
480.0,normal_0232,18865584.453311507,11603849.589211281,4321025.182657791,2.450833967817694,2.4410882825392277,107.79580529239422,99.2720156254199,90.479943589269,0.0,0,,normal
490.0,normal_0232,18844537.544003963,11610167.648968358,4338952.219167009,2.443329893237233,2.4326588076834446,107.66983797946637,98.74662750299035,90.44985159355429,0.0,0,,normal
500.0,normal_0232,18872562.659357272,11584298.038805215,4334940.5802258225,2.4347377417633482,2.4412265258784016,107.70474303229912,98.61246442139304,90.70110125096653,0.0,0,,normal
510.0,normal_0232,18906289.364064492,11556720.866599184,4339541.807708899,2.445519167394077,2.4402823598833305,107.89558436289997,98.65566495105685,91.0341909207487,0.0,0,,normal
520.0,normal_0232,18898117.984864466,11566540.658546507,4317343.035270005,2.445146005713339,2.435406778326997,107.95429389347703,98.66915138481727,90.63818972847145,0.0,0,,normal
530.0,normal_0232,18877812.461009406,11608506.868536804,4325887.351369342,2.4427612888402193,2.4227005807823416,107.84399584462636,98.96070845105925,90.86882929117257,0.0,0,,normal
540.0,normal_0232,18859484.106463775,11597510.045622164,4339895.692616052,2.432442507702537,2.442584916233556,107.34424371036141,99.0006027584439,90.8570225679415,0.0,0,,normal
550.0,normal_0232,18901641.951198548,11610430.502843376,4282705.397765984,2.432958433874568,2.4439579691901825,107.97145959015165,98.87830392518208,90.62011499921971,0.0,0,,normal
560.0,normal_0232,18876367.38327497,11592434.688333202,4303370.904641214,2.4409674997589237,2.431424290849901,108.00337183849183,98.52286627699692,90.83505658918142,0.0,0,,normal
570.0,normal_0232,18854362.63087661,11597260.789438603,4322145.377476255,2.4484395079513224,2.4522420322879213,107.74353641397806,99.11696038448974,90.39622199939049,0.0,0,,normal
580.0,normal_0232,18873419.770221747,11634397.260663424,4279571.843483867,2.4457615915702875,2.4424336219544687,108.21606796528317,98.58887328244043,90.47454160658998,0.0,0,,normal
590.0,normal_0232,18865228.23639141,11593677.516684001,4329822.966351438,2.444543076022105,2.4467453024036594,108.14004224608959,98.97517212789006,90.71408162594332,0.0,0,,normal
600.0,normal_0232,18827416.267425947,11560926.721906766,4308002.812103956,2.4459239380846185,2.432339774745228,107.53981664548297,98.730914246385,90.75661946407757,0.0,0,,normal
610.0,normal_0232,18894820.87767388,11582544.036997063,4326156.97159147,2.454575291451004,2.436439555533956,107.82656708372576,98.84947566751748,90.68825653786064,0.0,0,,normal
620.0,normal_0232,18857141.894441854,11611709.13138884,4323527.695892485,2.436604877007527,2.441319447489377,107.97692495950906,99.0878232696814,90.53924719268912,0.0,0,,normal
630.0,normal_0232,18835319.68063821,11593733.431832725,4322983.624912121,2.448488771537262,2.4421710402349524,107.6205293172103,98.60157670470863,90.84740012019546,0.0,0,,normal
640.0,normal_0232,18854781.876194548,11599234.00510798,4291018.433892738,2.4466490779359367,2.456748323061968,107.66945453270625,99.00431840847659,90.76432950897038,0.0,0,,normal
650.0,normal_0232,18836856.84408986,11558291.931764934,4315074.844417274,2.4398197692636923,2.4478428388737115,107.93367373678802,98.99098020401755,90.38247012332721,0.0,0,,normal
660.0,normal_0232,18857350.370415483,11539392.20190722,4310722.938703147,2.439757438466061,2.439637051312446,107.9981026947359,98.46222006427956,90.49918905638225,0.0,0,,normal
670.0,normal_0232,18841717.142051507,11584973.976023167,4296007.750063037,2.4432111048763128,2.4312605276497634,108.27478812045052,98.80703800278519,90.42743190428718,0.0,0,,normal
680.0,normal_0232,18808755.49489087,11583993.01740772,4290192.774185541,2.4416273955650825,2.4507204017864472,107.87870387514766,98.56195582362892,90.80986726006938,0.0,0,,normal
690.0,normal_0232,18889185.162800502,11592651.45724808,4312564.153060318,2.4437952200380706,2.4470431579389635,107.82462171723506,98.91522091807775,90.90467216475861,0.0,0,,normal
700.0,normal_0232,18827964.83904181,11557671.070482273,4325150.195772407,2.43450446888336,2.4444983319406077,107.98064062091197,99.00445975324152,91.13085854235999,0.0,0,,normal
710.0,normal_0232,18863003.873975933,11599962.948330944,4287899.930953118,2.4570580119455068,2.4356194183918576,107.76257985532243,98.86914366203393,90.50812565380915,0.0,0,,normal
720.0,normal_0232,18854552.043738008,11606614.345841799,4239645.550496126,2.4420568582645426,2.446724603412755,107.85911436751064,99.16157835873321,90.26375741476863,0.0,0,,normal
730.0,normal_0232,18854265.16730383,11587192.148474678,4265155.919267034,2.4487274465088253,2.451695276897375,107.59225234300084,98.90269799055238,90.3993301591347,0.0,0,,normal
740.0,normal_0232,18851829.72216857,11565240.829229299,4260653.320137818,2.448540727754866,2.4420975784060284,107.88431468487647,98.8732573187113,90.52472028595099,0.0,0,,normal
750.0,normal_0232,18862365.86597427,11577198.578106122,4285680.239319857,2.445566544384842,2.4466327679881212,107.84942017056977,98.76591403604664,90.92130243416506,0.0,0,,normal
760.0,normal_0232,18877424.184770513,11575837.232861694,4293602.634465314,2.4451350466837374,2.4501961557305187,107.91527605465069,98.72034128074449,90.58647187523985,0.0,0,,normal
770.0,normal_0232,18838033.9717832,11570342.951568624,4252407.73651633,2.4494715252916444,2.437696910562796,107.91489592991996,98.43431868659576,90.90868798262869,0.0,0,,normal
780.0,normal_0232,18871345.848974504,11542742.392341627,4274009.026710957,2.456555893859053,2.4394784292809697,107.97532236121617,98.78776686767179,91.28197574093491,0.0,0,,normal
790.0,normal_0232,18891515.49661077,11560042.465903712,4318726.6217698995,2.451910759355002,2.4532421626666565,108.01005810983656,98.58244875159153,91.01477687802128,0.0,0,,normal
800.0,normal_0232,18835786.205378994,11561194.61223816,4322872.599599916,2.450028092982353,2.4509978479008234,108.28380339618661,99.11131870994689,90.50573543327789,0.0,0,,normal
810.0,normal_0232,18871271.277457096,11574117.782561488,4313730.115949916,2.4357530578285584,2.4459128235419594,107.94282637975971,98.86533012522199,90.92497883877303,0.0,0,,normal
820.0,normal_0232,18913469.112466067,11572088.236095197,4295825.917965157,2.455819929447573,2.442872376183857,107.66017201172946,98.20997213083774,90.57080517629294,0.0,0,,normal
830.0,normal_0232,18856865.863090973,11596880.809382288,4250528.544262704,2.4533194015532347,2.4381658473619447,108.1092850986717,98.66614194810109,90.60914791125907,0.0,0,,normal
840.0,normal_0232,18848376.567604896,11579126.580223154,4294038.767286314,2.4389420288494694,2.446205247923093,107.87303218202277,98.76156450723511,90.51992982111142,0.0,0,,normal
850.0,normal_0232,18903740.880108353,11605685.009758279,4314542.379982121,2.44943621389037,2.4435853086916177,107.79840652273242,98.6655642309608,90.56297856861045,0.0,0,,normal
860.0,normal_0232,18864808.474028546,11576443.685521077,4324718.149915038,2.4597548152397417,2.4565391000498673,107.87214036655064,98.79357847142052,90.8888968427645,0.0,0,,normal
870.0,normal_0232,18827540.344260566,11597968.802825566,4264804.0024224,2.4394808485105384,2.452411342051846,107.6801981269287,98.88816539304162,90.85120022888816,0.0,0,,normal
880.0,normal_0232,18858240.27185435,11613780.20920912,4275605.477390231,2.44939353577019,2.4414452280105126,107.96277113754275,98.64004173438877,90.74090763060082,0.0,0,,normal
890.0,normal_0232,18903234.04629145,11586480.659833677,4238117.773788803,2.4434459602802674,2.4471422493821917,107.7880609682449,98.74797498161524,90.85921537520039,0.0,0,,normal
900.0,normal_0232,18880542.717201248,11584958.853723295,4277108.80611518,2.45865222505563,2.439996959547663,108.02256738503536,98.92183865574236,90.70698331870352,0.0,0,,normal
910.0,normal_0232,18905010.34307634,11587038.195191,4267515.451976525,2.45781443884173,2.453108845942616,108.07633763580083,98.93906102098208,90.61837574522167,0.0,0,,normal
920.0,normal_0232,18864893.825692095,11554605.752172306,4255317.72818374,2.4433496907481764,2.453574621682557,107.65702453229477,98.7111702785403,90.76096382168231,0.0,0,,normal
930.0,normal_0232,18848156.985205755,11591665.950622156,4307969.993842451,2.4425335612656207,2.4383150552875907,107.9824691405579,98.84543687931813,90.52141711073631,0.0,0,,normal
940.0,normal_0232,18861472.525782198,11563501.907555565,4263284.873778324,2.455747871513817,2.4382665347565955,108.08542864637286,98.60406830260274,90.80294871004139,0.0,0,,normal
950.0,normal_0232,18882219.18366687,11566570.070423815,4281503.220966383,2.441610547753518,2.44327133590232,107.78235470137719,98.95233567770424,90.7273768290433,0.0,0,,normal
960.0,normal_0232,18842290.731416814,11574388.886948843,4288368.4811616745,2.4491815151919445,2.44264103353735,107.81812207901345,99.0765890938232,90.6548545216466,0.0,0,,normal
970.0,normal_0232,18891113.968348693,11552113.298573665,4280541.926865866,2.4369873874980694,2.446751138723729,108.27935884724388,99.1141370476733,91.02280782029891,0.0,0,,normal
980.0,normal_0232,18830799.990224633,11539801.678693265,4284411.661224871,2.4338001814813572,2.4369481670810194,107.99038171304306,98.86305056721352,90.87473083615185,0.0,0,,normal
990.0,normal_0232,18835231.036898077,11551720.683996717,4287442.354355517,2.4469532338323052,2.4500819737381496,107.71145842450017,98.51171658532132,90.7895891723386,0.0,0,,normal
1000.0,normal_0232,18846169.47904843,11528555.08237213,4274753.241726412,2.438890767503797,2.4382027512424713,107.63857335360842,98.8871755169684,90.64880654639279,0.0,0,,normal
1010.0,normal_0232,18883347.16571474,11525696.932437861,4262568.2644598,2.4425114891936706,2.4526401367676764,107.61415609357664,98.38506397306901,90.87810869521695,0.0,0,,normal
1020.0,normal_0232,18885576.46510914,11535829.095498051,4302943.749422654,2.4451769672076997,2.4400755312808995,107.85726872167095,98.9015175350977,90.60468720890037,0.0,0,,normal
1030.0,normal_0232,18861519.430123746,11555282.098621426,4269236.367093918,2.4448529955112686,2.4413767599376386,108.05502346129919,98.91717494226356,90.70144410436296,0.0,0,,normal
1040.0,normal_0232,18829138.825622484,11586022.606502365,4276762.681443086,2.440702963791719,2.432599642958147,107.60233625274276,98.99045502412747,90.87304448928057,0.0,0,,normal
1050.0,normal_0232,18874974.459565703,11549209.946505377,4261079.222939986,2.4428318259955693,2.444471413663196,107.8126640848692,99.19087231416563,90.43860508801555,0.0,0,,normal
1060.0,normal_0232,18861121.79281006,11565513.93644341,4257788.225377518,2.4424694483653013,2.4476688670691398,107.33986668862843,98.42724996588163,90.55999021778797,0.0,0,,normal
1070.0,normal_0232,18828719.19068913,11573656.811735144,4289477.665213663,2.4429750109438837,2.4463279838333802,107.68719950800573,98.88602944890386,90.84532279850242,0.0,0,,normal
1080.0,normal_0232,18840955.785740864,11586893.928017562,4308065.259497402,2.4368991764384718,2.4514376323329388,107.70888872892067,98.79832786613031,90.71356276647367,0.0,0,,normal
1090.0,normal_0232,18832429.531388488,11581727.046650372,4289561.955330145,2.4463962709351605,2.4363033643048193,107.64503560455921,98.88929757364372,90.77930083314709,0.0,0,,normal
1100.0,normal_0232,18886237.258327868,11594166.6841516,4289459.033853533,2.4479473244845655,2.4375883139743526,107.88237228211591,98.81942382136543,91.06797428400591,0.0,0,,normal
1110.0,normal_0232,18890817.649347454,11618096.682672963,4293086.474395811,2.4535607407719717,2.438095931328303,108.24946041677879,98.95135436971782,90.99370815400647,0.0,0,,normal
1120.0,normal_0232,18886351.73892152,11569181.65507525,4272595.353220399,2.4646564241639526,2.454855466001677,107.85130706230638,98.76990469809783,90.7142443911203,0.0,0,,normal
1130.0,normal_0232,18834047.428718828,11584656.853333551,4292480.109391094,2.4490974047594865,2.43842236731477,108.04177671409559,98.9311901262281,90.56276885068638,0.0,0,,normal
1140.0,normal_0232,18835220.494594194,11549655.872118998,4297454.311876892,2.435789413053426,2.432904932247818,107.98886320695124,98.57829122246471,90.91426893235484,0.0,0,,normal
1150.0,normal_0232,18832610.769780833,11550304.396432212,4273231.454719214,2.4370359008879343,2.4443013892273164,107.87126723839606,99.04584885905689,90.91042710077278,0.0,0,,normal
1160.0,normal_0232,18877647.538989678,11591866.474044858,4288544.998301257,2.4442589053060155,2.4576524884783932,108.03879317243218,98.84244757197246,90.74842233430877,0.0,0,,normal
1170.0,normal_0232,18869376.064638916,11584834.16942067,4263776.293595645,2.4413391707710614,2.452174152015005,107.95790294909705,99.1289797940874,90.6330755935175,0.0,0,,normal
1180.0,normal_0232,18879242.918508835,11561344.163131228,4304071.98477239,2.4465342904795215,2.4346446786347595,107.77412859898868,99.20819368160824,90.36239053492704,0.0,0,,normal
1190.0,normal_0232,18855907.473853704,11580602.51567911,4312825.7818233,2.4413578343797164,2.44040642467353,108.0645390932711,98.81870732878178,90.54229704422767,0.0,0,,normal
1200.0,normal_0232,18868324.300260678,11576584.05714022,4306391.765640634,2.435103999724146,2.4384590687519627,107.85788930403817,98.95326369987993,90.65968266094956,0.0,0,,normal
1210.0,normal_0232,18882747.969887823,11571019.203497238,4290121.351521019,2.4272329043990317,2.4529774445548735,107.98810340666915,98.98566676861634,90.28375843633057,0.0,0,,normal
1220.0,normal_0232,18871286.841028545,11600104.778866133,4301158.879271192,2.442467418808409,2.4469223301996044,107.88511564178623,98.6176806516433,90.52799544222353,0.0,0,,normal
1230.0,normal_0232,18884030.80947496,11606956.473028481,4316196.861980569,2.439240916396935,2.438156064197801,107.83473668729016,98.67568804455476,90.63110807901262,0.0,0,,normal
1240.0,normal_0232,18858141.602529816,11550383.195311215,4317502.47073653,2.4400791446881764,2.4479634321659445,107.76806685136069,98.7468607236633,90.32628768119969,0.0,0,,normal
1250.0,normal_0232,18854934.60975229,11518060.935600907,4271135.064294946,2.4428258584535456,2.4304488438193528,108.06003482452257,98.82593624898465,90.78875971044636,0.0,0,,normal
1260.0,normal_0232,18833258.36349026,11606116.451285778,4288163.0366029795,2.4426342616987293,2.4402511299683276,107.85187524959082,98.81946711136823,90.4029899592258,0.0,0,,normal
1270.0,normal_0232,18848541.162269596,11586850.095636142,4355457.133610586,2.4443283596424834,2.4356030906154524,108.03333385256508,98.75795982016126,90.59598721877893,0.0,0,,normal
1280.0,normal_0232,18848723.594486665,11605046.470129268,4302401.391516262,2.431308904326839,2.4540381125755046,108.07325803924476,98.64448239123493,90.68609640973335,0.0,0,,normal
1290.0,normal_0232,18856583.837850053,11589130.541809104,4275955.925959653,2.440320452966118,2.441765104549527,108.10105490024017,98.64105680227402,90.7736808708924,0.0,0,,normal
1300.0,normal_0232,18873708.033068042,11575570.084322052,4308936.564774383,2.44667764402053,2.4465492430859523,107.98860430993227,98.66641977374695,90.65548840835754,0.0,0,,normal
1310.0,normal_0232,18866759.363651004,11588939.578549739,4338209.535428645,2.4395325902204537,2.442736816404758,108.01133568492588,98.81976567041897,90.97247385500361,0.0,0,,normal
1320.0,normal_0232,18878160.414915193,11585903.579743123,4345715.8409057055,2.434287187408155,2.432515077906046,107.88583494558293,99.00755555003434,90.5846664380702,0.0,0,,normal
1330.0,normal_0232,18871707.424137466,11606812.970125219,4304498.729007688,2.4382548560363073,2.4415997757475596,108.16968045474107,99.07640222124951,90.78142768059439,0.0,0,,normal
1340.0,normal_0232,18844793.347822458,11619374.244887715,4329842.750186804,2.4505743525446126,2.43904878336978,107.80298966623178,98.69462316225253,90.77514212077529,0.0,0,,normal
1350.0,normal_0232,18835559.533824228,11586976.084660968,4301275.790399383,2.447695592012572,2.4320474783263766,107.92776375743381,98.73715008837297,90.52194986729143,0.0,0,,normal
1360.0,normal_0232,18872427.599485602,11577430.522644037,4360382.874801818,2.4433162860225464,2.44456306451543,108.20213231645977,98.65840683596008,90.67658904196276,0.0,0,,normal
1370.0,normal_0232,18869301.159553546,11592284.108499676,4335486.587755677,2.4507632857256265,2.451915310601138,108.24736101400697,98.78747923267156,90.47984597976586,0.0,0,,normal
1380.0,normal_0232,18860164.91556607,11577017.037561454,4319942.757742728,2.437139940575918,2.4450584932805195,107.82471267899552,98.89629855982469,90.3778862449239,0.0,0,,normal
1390.0,normal_0232,18868232.34869965,11578233.609897383,4357243.115098956,2.44346551378357,2.449735779841073,107.92005245224232,98.78065147319825,90.6258891937693,0.0,0,,normal
1400.0,normal_0232,18857855.80131258,11582642.351254959,4349438.28271771,2.4349740140614733,2.445052839080749,107.80616091278472,98.7563100986024,90.79272070703553,0.0,0,,normal
1410.0,normal_0232,18919324.689340606,11609916.476013413,4380122.089398684,2.444319189018686,2.439187518037795,108.19896173415111,98.97553230634463,90.92999976879418,0.0,0,,normal
1420.0,normal_0232,18839196.771337338,11598826.167755695,4316776.953419584,2.43664186125716,2.441269950618889,107.85877302468896,99.15545184134925,90.94845322083603,0.0,0,,normal
1430.0,normal_0232,18848220.564927,11613567.542214824,4347305.550399659,2.438785051001041,2.4338295795728677,107.94601956703514,98.94348128743752,90.38005263500867,0.0,0,,normal
1440.0,normal_0232,18852756.75050547,11608028.328779358,4333255.679993403,2.432297222955135,2.4408541197633764,108.4155384025575,98.81276078323992,90.89734094166471,0.0,0,,normal
1450.0,normal_0232,18844936.240391616,11572575.97293273,4327633.260106477,2.4418656865782995,2.440716075956086,108.02027153610697,99.0847864788957,91.01435690692836,0.0,0,,normal
1460.0,normal_0232,18888944.67379943,11627167.107527394,4325393.238026617,2.453862191912233,2.4350575740503833,107.66237182145238,98.88488780531281,90.82480559476892,0.0,0,,normal
1470.0,normal_0232,18873067.17595641,11633615.380597707,4343671.100660576,2.4332448979621404,2.4453394813784195,107.82576649325188,98.63636090081411,90.46342734198151,0.0,0,,normal
1480.0,normal_0232,18836387.08577123,11610480.606925577,4297900.237895455,2.4338288231219054,2.445223183365888,107.41627708618483,98.97391701506518,90.43725660268188,0.0,0,,normal
1490.0,normal_0232,18850076.16817499,11605716.714181663,4322066.735065099,2.432810515251627,2.4410749178197335,107.72789772550459,98.46255548009674,90.47671000116708,0.0,0,,normal
1500.0,normal_0232,18862076.515644148,11632400.540807793,4364963.351748776,2.4431098646830276,2.4423264966148883,107.84676050093356,98.32053474616339,90.56070895556849,0.0,0,,normal
1510.0,normal_0232,18874632.897803456,11637507.502979228,4357355.772523588,2.4334821798820263,2.4191334090950933,107.65182279731812,98.85111285613777,90.71860474306953,0.0,0,,normal
1520.0,normal_0232,18887619.182018973,11592181.258273236,4374657.265428276,2.428929375429031,2.4310764308016743,107.81334228913016,98.7852908604583,90.5426148710402,0.0,0,,normal
1530.0,normal_0232,18870623.22888005,11597297.24760345,4368624.229546372,2.441404003395413,2.436956533547643,108.20183724461913,99.06259858328156,90.46879552036165,0.0,0,,normal
1540.0,normal_0232,18861029.069681183,11570658.274788845,4377922.604607392,2.446801671235106,2.4347948998948112,107.89152285090938,98.78071860891447,90.59060469856894,0.0,0,,normal
1550.0,normal_0232,18839338.734117195,11594068.255410941,4360774.514475827,2.443653556984338,2.4452375719700115,107.91460290715514,98.84841570791656,90.9783079743438,0.0,0,,normal
1560.0,normal_0232,18841636.029767733,11627011.314694032,4345492.314036298,2.4327606043594,2.4346976457648677,108.16777818405808,98.55414046109695,90.79208983678575,0.0,0,,normal
1570.0,normal_0232,18858290.579639964,11633696.89747209,4361667.480928881,2.4337233416745923,2.4338701249874366,108.14131014073365,98.7090235462108,90.62723574342562,0.0,0,,normal
1580.0,normal_0232,18854637.712818567,11641718.991328308,4359385.403029108,2.4476077867349417,2.4307358357696365,107.79187251313948,98.67654004355734,90.8154610176793,0.0,0,,normal
1590.0,normal_0232,18883135.094156235,11588478.57092939,4361202.614701872,2.4279650399301365,2.4416028714091347,107.83973385171282,98.94162606897828,90.57778471114995,0.0,0,,normal
1600.0,normal_0232,18892216.278393008,11620993.551293788,4410695.320348929,2.4436077560630425,2.439634367531242,107.74229743117309,98.73179771834845,90.69567574571744,0.0,0,,normal
